file,namespace,key,source
ConanSandbox/Content/Mods/UIMod_Hosav/AoC/E_AoC_Faction_UI.uexp,,340AE6644BDD16BF5CC89BB2BF10713C,None
ConanSandbox/Content/Mods/UIMod_Hosav/AoC/E_AoC_Faction_UI.uexp,,DE74679D4BF95FF91FE517A29A8B5CC9,ColdEmbrace
ConanSandbox/Content/Mods/UIMod_Hosav/AoC/E_AoC_Faction_UI.uexp,,9523A06341BF9DB5CA064AB2D16E6EA9,ElvenCovenant
ConanSandbox/Content/Mods/UIMod_Hosav/AoC/E_AoC_Faction_UI.uexp,,C59FCE0F46BFCF6FBF75DC8DC9DC85A4,Felgarth
ConanSandbox/Content/Mods/UIMod_Hosav/AoC/E_AoC_Faction_UI.uexp,,3E050B88444AA37F57FA328DC52EDE47,Stormhold
ConanSandbox/Content/Mods/UIMod_Hosav/AoC/E_AoC_Faction_UI.uexp,,E18255E749B93712D83259A24FEC5F83,Elvanor
ConanSandbox/Content/Mods/UIMod_Hosav/AoC/E_AoC_Faction_UI.uexp,,ACF02D9F4D3FD7BAF95147BD0BC3FA08,Vanghoul
ConanSandbox/Content/Mods/UIMod_Hosav/BuffSolutions/AoC/AC_Buff_StoreVariables.uexp,,1DDA4FCB4EEF2D50DC23C79AE4F34C77,StoreStuff
ConanSandbox/Content/Mods/UIMod_Hosav/BuffSolutions/NewBuff_UI/W_HUD_BuffEntry_NewUI.uexp,,1EA0F89F483056314A3AE18B90D826F8,Crippled
ConanSandbox/Content/Mods/UIMod_Hosav/CustomHUD_Elements/InHUD_Healthbar/W_EnemyHealthbar_InHUD.uexp,,AA0C4E29413820C972C645A7DD99B90C,89000/600000
ConanSandbox/Content/Mods/UIMod_Hosav/CustomHUD_Elements/InHUD_Healthbar/W_EnemyHealthbar_InHUD.uexp,,787E983443872975F4194EAE3B54471A,102
ConanSandbox/Content/Mods/UIMod_Hosav/CustomHUD_Elements/InHUD_Healthbar/W_EnemyHealthbar_InHUD.uexp,,93D2598244786861BAE173A4435F3E74,80%
ConanSandbox/Content/Mods/UIMod_Hosav/Enums/E_TemperatureType.uexp,,DF93F7414211121F3D14098CB627E40A,FuncomDefault
ConanSandbox/Content/Mods/UIMod_Hosav/Enums/E_TemperatureType.uexp,,076DCCCE4CC8A30928C6ADBC2C3A0E71,Imperial
ConanSandbox/Content/Mods/UIMod_Hosav/Enums/E_TemperatureType.uexp,,7E4F8CB948C8364851F68C928565D3A6,Metric
ConanSandbox/Content/Mods/UIMod_Hosav/Kill_XP/W_DamageShown.uexp,,B4AB0B3D4CB753DA966DA8AE984B4E48,Dealt 54 Damage to Hyrkanian Archer
ConanSandbox/Content/Mods/UIMod_Hosav/Kill_XP/W_DamageShown_Log.uexp,,548278CE44E43C3217B52D8FAABD1941,Dealt 54 Damage to Hyrkanian Archer
ConanSandbox/Content/Mods/UIMod_Hosav/Kill_XP/W_DamageShown_Thralls.uexp,,5A89CFEF4A0B41C6C15AB7830EE44885,Dealt 54 Damage to Hyrkanian Archer
ConanSandbox/Content/Mods/UIMod_Hosav/Kill_XP/W_Kill_xp.uexp,,81F7337741C30701E58502A5421F9C16,5500 XP
ConanSandbox/Content/Mods/UIMod_Hosav/Kill_XP/W_Kill_xp.uexp,,658136B844FC257B05949191FFA7E74F,Undead Warrior
ConanSandbox/Content/Mods/UIMod_Hosav/Menu_ServerInfo/W_MenuExtrastuff.uexp,,E87C9E4C4CE25547D706998207599D75,"Server Name : 

Server IP :

Server Time : 

Local Time :"
ConanSandbox/Content/Mods/UIMod_Hosav/Menu_ServerInfo/W_MenuExtrastuff.uexp,,53CB8C75420C18F5C644EFACF64C83D4,Disabled In Trial
ConanSandbox/Content/Mods/UIMod_Hosav/Minimap_Elements/W_LocalTime.uexp,,6FDAFC3D4B454486D87C92BC801AC17D, 19:01 
ConanSandbox/Content/Mods/UIMod_Hosav/New_Float_Dmg/W_FloatDamage.uexp,,506FEC9A4DDF58FE65A68E9BB5CB356D,9999
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,72B3BDF3426E2018CEBFB0B009046383,Party Manager
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,9DB2753949D39BCBD8C791B96BD2FFFB,Player Party
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,2363F1EF40C1659006BCA0B0C95D90F3,Hosav's UI  Party Manager
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,48F3767C41AF5D8D4D912A8D71E4533B,Disband Follower Party
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,A51619E940DF649E330EE79C9F579060,Admin : All players can invite players outside of clan
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,2D6537A948A1EB0BDFE53E81CF46A3F4,Personal : Can be invited to party
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,41D4F946452A3842CAADD083583F2656,Leave Player Party
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,053A80D148E5B8BA95DA03A89EB2DF96,Personal : Players outside of clan can invite you
ConanSandbox/Content/Mods/UIMod_Hosav/PartySystem/W_PartySide_ThingPotato.uexp,,D1CE36594E344BFD60574EA64ECAF27A,Follower Party
ConanSandbox/Content/Mods/UIMod_Hosav/SavageWilds/DT_MapData.uexp,,8582B6A442C92C896CD096A02E2396BE,DevMap
ConanSandbox/Content/Mods/UIMod_Hosav/SaveUISettings/E_TextFont_UI.uexp,,20AD5FFC40C6D5ACD04F2DABBA47635B,Small
ConanSandbox/Content/Mods/UIMod_Hosav/SaveUISettings/E_TextFont_UI.uexp,,4BD07138451E84F235CE6C931C5DD13C,Medium
ConanSandbox/Content/Mods/UIMod_Hosav/SaveUISettings/E_TextFont_UI.uexp,,0D6BB3BD49D7628698606BA2B363677B,Large
ConanSandbox/Content/Mods/UIMod_Hosav/SaveUISettings/E_UI_Placement.uexp,,9115EA654D4A1A9E0C13B582DF2017C3,Top
ConanSandbox/Content/Mods/UIMod_Hosav/SaveUISettings/E_UI_Placement.uexp,,C02C013D4F59C03A0954C68B758D869F,Middle
ConanSandbox/Content/Mods/UIMod_Hosav/SaveUISettings/E_UI_Placement.uexp,,27A66D95427FADDB20D2C1AE62450C3B,Bottom
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,96EA53D54607F49A731850971ED88598,Medium / 1231 / 65% 
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,072BAC9B4BA3659C0C4DFBA55B4B654B,123
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,65B60D5D40D95A6F3763BDBDEDE272D9,98%
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,C0042D9A4106A5494CD7BBB7F4662E6C,Health reduced by 22 (11%)
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,A317607149032716FA81AABF8A5B8433,123 / 32% /  109 Total
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,03A6C75E44949BCC3CFF9F9B9F4A6573,45% ( 20 : 39 )
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,0C7190274091871AC8062A968568B9B3,"30,500 / 56400"
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,F17864544CC55B2C93A51BBB1360F0A7,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,66183B6B4F68EA9ECEAD0BAA4291702A,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,8E09474B4A688852EA5A60B87FF918ED,32*F / 11* C
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,3150DB134511CA9C616D03B5DAABA548,45% ( 20 : 39 )
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/Old.uexp,,851DC7C8439454FAC8FBEBAF6A2897E9,45 / 100 (45%)
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,0676596044E7B4EEE3F1DE9428E41B08,123
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,49721FDA4D7B3F5C7EF29A9EF0D281C8,98%
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,0E2C2F2F4496F689B7E5A299666340CE,19:01
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,6F366EAA40FBF74C2088F29B739F0EA8,FPS
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,D0622C354D1219B2031552A8BB9C2E09,Medium / 1231 / 65% 
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,D463C0C84CDEDEBBE14564AE3DB80D66,Health reduced by 22 (11%)
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,F40599B14E4058B6A5916D90A519FD5F,123 / 32% /  109 Total
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,2ECE63AC4134042AD2AA0C9AFD5CB291,45% ( 20 : 39 )
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,D69C672C420B90D645BA62B6B8BB3FC4,"30,500 / 56400"
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,D0D707B34F0BA6F31DF3F6B13AFA21FA,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,DBBEF05D4D3FE3C69CA80BAEED0E40E4,32 ms 
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,9DF851E34DC7E84D2DA55BAA355E60FD,1/10
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,ECBED7C24DFCAD1BE9C48DBECA38ADCA,30
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,7F0A723C4A5666D493498DB0841DE7BD,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,D95DEBD24A472AC24AF773AB328BF323,32*F / 11* C
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,20E63F794F0BCA6C973B849F7B07BC42,45% ( 20 : 39 )
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP.uexp,,964C17904DCAE95B9FCCCC9EE221E0D4,45 / 100 (45%)
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP_Horse.uexp,,BD1234524F8CCBBF20F280825E30A9EF,20
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP_Horse.uexp,,338278FE4F47A242FF24D89E02358D5A,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/SUPERUI_Backup_ForFuckups/W_SmoothHP_Horse.uexp,,F52AF2464F0E0106F284E69053BBBAD3,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/TempActor/DT_FeatTable_TempTest.uexp,,DE1EFCCF467D5E714E3C0E95A8611E36,Cold Embrace
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_EnemyHealthbar_Test.uexp,,6BF50E0B4CDAECB3CBF9729F5D73A84A,89000/600000
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_EnemyHealthbar_Test.uexp,,87389A6A4518FEDFEEC28CAD1B3C9AF7,102
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_Modlist.uexp,,B2FB4A3B4A4AD71A117F0DA9183E940D,Modname
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_Modlist.uexp,,DF6FFB314CB82DF16191D791DD02329D,Modname2
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_Modtext.uexp,,A57D4508497BB40E039DE2ADC2B7B7BE,Modname
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_NewEnemyHealth.uexp,,7FAB065F453172C4F64D3683CE9BD971,20
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_NewEnemyHealth.uexp,,6C7F0808474D60910B7AEC9FA105D7AA,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/UI/W_NewEnemyHealth.uexp,,ABBC585645F454FFA17503A34C7F51EA,838 / 933
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,4161E15B45DC354F71B0A689AD6AAA8D,X
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,DAE47C8B43579B6A66EA4286D23EA4EF,Y
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,4161E15B45DC354F71B0A689AD6AAA8D,X
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,DAE47C8B43579B6A66EA4286D23EA4EF,Y
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,102F3B81412D98C18DAE85AA5982FA3F,"No longer supported, I recommend checking out Xevyr's Minimap"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,6F9C1A324641B6E8C2CACF9EF7E82989,Hosav's UI Settings
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,F11306E04C61093FF06228B857B1A101,Healthbar Settings
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,61B6AD544A7BA49ED83694A39C99BD77,Staminabar Custom Color
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,D3262D2840F870D8EB8C22B3E3612C01," - If the server is PVE, this can be enabled to see nearby players stamina."
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,F4B94E8542459F4FA2EC9DBA09D1DF0A, - Replaces the vanilla target healthbar with my custom version which you can change the looks of with below settings
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,C929F4A5486A837795C60FBC4B58E5F0, - Shows player and thrall party when you have invited or been invited to one.
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,27799A0A443E40226EC790A30CD72B5B, - Change what buff information to show/hide
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,62ED21644924B79268AF15A0D9F6EC21, - Other settings for the UI that is not neccessarily connected to the custom UI (like the hotbar)
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,CD4FAB6942925777A77F709F9A31766B," - Instead of the vanilla HUD, you can use my custom UI with loads of customisable options below"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,3E10DBDB417167E694E0B3B4EE473852, - An always accurate display of damage the enemy/ally has taken in their healthbar.
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,3BF448B94C5E47B88DA241BB0CFE01BB, - more options for the custom UI to customize what elements you want to have enabled or change. 
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,5122D59D4A23CA02CABCF18F0F4AB2EB," - Shows a compass in my custom UI that shows N, W, E and S and which direction the player is facing"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,66ABDCE24F130B858042D29A23C305A7,- Will disable all the IQoL UI Elements on your in-game HUD
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,3EE05D1648288882307D99A057EA9B06,Combat Settings
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,E0AF3F5842DC27E1E0F39C82168F9553,- Will make your hotbar invisible unless you are in your inventory
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,7291F5D940167C0904AACDBE0B8CF6C2," - When crafting, will show how many seconds are left before the item is finished crafting (CURRENTLY DISABLED TO INVESTIGATE AN ISSUE)"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,3F3D9627446D9304A34F9AAD5A3411B1,- Set the size of your hotbar
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,5AE1EF2A4E47B11C21EACA90D2569F9C," - Will move the HUD down just above the hotbar by default, if hotbar only in inventory is enabled, the HUD will move even further down."
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,9C70000D429918D5E71F61B1B4ECDFF4," - If you want a visible black background for your HUD so it is easier to see, you can increase the opacity."
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,B405B899493C592D4D402081EE1FB9F6," - Show Server FPS, current player amount and your Ping to the server"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,6640146945E801FCA82EA48E988E8FCC, - Show in-game time
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,0E58F01146ABDB83A9E4FEBE3DCB176C," - If you have AoC, having this enabled will show your faction icon just below your level bar"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,85D1C021465E0B01BF8BF7AF879C694A," - Show what armor type you have, how much armor and the % damage reduction"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,B9354AAE41DB4377C32F8AA6E882948C," - Show weapon damage, armor penetration and total damage after calculating your stats"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,1FF30B2C482F3496157D5586E8270072,Custom Personal UI
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,A81EFCE146FFE5719423FAA4154EEC04, - Show temperature in Temperature type set above
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,550CA09A4D2AA03DB22D6CB956610C92, - Show how much weight you have right now out of the max and how many % encumbered you are.
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,DD545808465EFA303B7FC9A839A25832, - Show how much food you have and how much time is left until it runs out
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,F6C9FA014BDB5A3FBB22CCA262DE2D7B, - Show how much water you have and how much time is left until it runs out
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,3ED06C98405C0728FA02D88353C008B9," - Set the font size of water, food, armor info etc in the HUD"
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,3E6ADBD040B3ACF5E30B62AFDE6A43DA, - Show how much health is reduced (more accurate than vanilla) from corruption
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,F8C60F8641F7688229E32784534CA9E4, - Setup what will show up when targeting someone
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,C3BFFA6C4DCC0B282B93528747CBAD9C, - Disabling this will disable any healthbars showing up in combat
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,25C860354A532FC5C89D24898CED04D2, - If you want to remove the Bazaar button from the tab screen in your inventory etc. Not all of us even wanna see that.
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,D8286D394BFEDCD757C40D9B186F21F2, - Show how much Shelter you have with a progress bar and percentage.
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,6094289145A7FBD45A2DA6BB1A2E90DC,Custom Target UI
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,87A128424919CCFAF07BB5BC759A0CAA, - Set the color of the same text as mentioned above and their respective icons 
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,5314330E40015D815A637B91CB60A61A,Kill XP Feedback
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,F750D50443125E1F464385A693F1579F,- Will show amount of experience you get when you kill someone or something.
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,39EF59A546CAEB43EC0691A8990682A5,Kill XP Feedback Background
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,880FA5034BA9A90558B637ACF1602A66,- Will show or hide the blood background for XP Feedback
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,4D1289FA431AE1B708CD51818DCFE517,Kill XP Feedback Names
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,09EC9C86458DA9AEEDB7F4BBD3915765,- Will show or hide the name of the killed enemy for XP Feedback
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,9045538C4DBCB145785C63BA3AF2E9DD,Kill XP Feedback Amount
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,F980A1794570C00AD7E10C957514891C,- Will show or hide the amount of XP for the XP Feedback
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,351D4ADF4049F778DF537D9365ED6BA4,Kill XP Feedback Sound
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,FCCBB2C44FCCB56313A80383B7A625D6,Stamina Color Picker
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,E52A771B4D88475293BB0B9EC12E35F9,- Will enable or disable a low volume sound when the XP feedback shows up.
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,87CA810C49D13BC2EB402B935040323B,Damage Indicator Icons
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,0C1D62BF49C7526A19CC5AA63744ED20, - Enables or Disables Icons for the Damage Indicator
ConanSandbox/Content/Mods/UIMod_Hosav/UI_Exported/W_ExampleWidget_User.uexp,,DDA373994736BEE228E952AABCB1BF07,Simplistic Damage Indicator
